id;title;author;isbn;synopsis;shareable;book_cover
97;"Food; Inc.";Sidonia Portman;014401863-2;nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
98;Gods and Generals;Ginevra Scarlan;491937994-3;cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
99;Kickboxer;Ailyn Aluard;424767967-8;magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis;false;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
100;Mandingo;Goober Tune;665459129-1;vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non;false;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
101;Richard III;Sybila Gannaway;544181807-7;in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel;false;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
102;Hood of Horror;Abey Shinn;976610723-8;odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
103;"Actress; the Dollars and the Transylvanians; The (Artista; dolarii si Ardelenii)";Teresa Rutigliano;765676000-8;sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
104;"Employment; The (Empleo; El)";Emlynne Antonutti;195740456-6;praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
105;12;Abigael Killingsworth;002562650-7;lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
106;"Wind and the Lion; The";Pennie Witz;731228442-6;magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
107;"Love and Anarchy (Film d'amore e d'anarchia; ovvero 'stamattina alle 10 in via dei Fiori nella nota casa di tolleranza...')";Libby Ridgway;260730526-8;nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
108;Swept Away;Essie Schlag;766970523-X;massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
109;Tyrannosaur;Nata Scolding;725443000-3;ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
110;One Mile Away;Hanna Wakley;790189678-7;arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet;false;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
111;"St. Valentine's Day Massacre; The";Darb Sansum;521571965-9;odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
112;John Wick;Maddie Gilleson;557329126-2;at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum;false;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
113;"Nugget; The";Juieta McAllaster;275033312-1;ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
114;Midnight;Mic Dudin;054328165-5;quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
115;Punchline;Harbert Farnes;880049803-5;lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
116;Absence of Malice;Waiter Alf;656062797-7;mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
117;The Legend of Awesomest Maximus;Giacopo Paxeford;432563556-4;lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
118;"Cranes Are Flying; The (Letyat zhuravli)";Emmalynn Mullane;108913900-4;vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
119;Last Passenger;Sheeree Copping;500600072-4;varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
120;That's What I Am;Korella Weatherburn;432425797-3;quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
121;Daughters of Dolma;Gorden O'Brogan;852585711-4;augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
122;Aaron Loves Angela;Dillie Salliss;126386090-7;vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
123;Son of Batman;Ivy Shelp;780556876-6;vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
124;Domestic Disturbance;Wynnie MacCrosson;535444500-0;pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
125;Three Monkeys (Üç maymun);Bevon Curnnokk;910593427-3;justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
126;Hidden Agenda;Walsh McKaile;966689606-0;id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
127;Rosemary's Baby;Aila Grishkov;147930865-X;tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut;false;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
128;Made in Britain;Aubrey Sperling;637037603-5;non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci;false;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
129;Hellzapoppin';Vidovik Clampe;231786124-9;orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus;false;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
130;Outside Satan (Hors Satan);Brittni Wadge;632121076-5;in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
131;Dots;Richmond Mergue;912078765-0;cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
132;Tell No One (Ne le dis à personne);Marga Brummell;046258537-9;suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
133;8:28 am (8 Uhr 28);Lothario Outram;086905612-3;aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
134;Hiroshima Mon Amour;Teressa Layus;137379599-9;libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
135;That Most Important Thing: Love (L'important c'est d'aimer);Celene Shwenn;426988766-4;nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
136;"Christmas Carol: The Musical; A (Christmas Carol; A)";Betsy Spillman;496461087-X;interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
137;"Big Year; The";Cari Bolliver;201806233-6;dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu pede;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
138;Misery;Perla Breckin;052026449-5;ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
139;Dean Spanley;Marcelia Stears;262176185-2;elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
140;Charlie and the Chocolate Factory;Vickie Cleeves;983497373-X;primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
141;Changing Lanes;Rubetta Czadla;555982251-5;at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
142;25 Watts;Barn Keemar;403155680-2;erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
143;Becoming Jane;Windy Clubb;109424126-1;laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
144;"Railway Man; The";Winni Olligan;195651833-9;et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
145;Out for a Kill;Chad Sopp;158332252-3;dui proin leo odio porttitor id consequat in consequat ut nulla sed;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
146;Death Race;Inigo McKinstry;706053760-0;tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
147;Go for Sisters;Etienne Paffot;681542307-7;adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
148;Get Educated: Paathshaala;Hatti Fant;914898514-7;odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut;false;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
149;April's Shower;Salmon Fleming;617817192-7;sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
150;The Devil and the Holy Water;Shelley Lippiatt;979036399-0;cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a;false;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
151;"Day in the Life; A";Cassie Gowenlock;118139093-1;nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus;false;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
152;King Kong;Robin Lochead;472893006-8;metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
153;"Personal Journey with Martin Scorsese Through American Movies; A";Anatollo Gurko;359599572-4;aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
154;Hey Arnold! The Movie;Mariann Fronczak;505807086-3;mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
155;Reel Rock 8 ;Micheal Pactat;047096638-6;sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu pede;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
156;"Homesman; The";Opalina Holah;127180328-3;tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor;true;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
157;Mystics in Bali (Leák);Florina Skone;113881038-X;ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque;false;851dfd89-6ef2-4e9c-8c52-f0783bd1edeb
